report_id,session_id,user_id,lat,lon,timestamp,review_text,threat_label,severity_score,location_name
R000129,S0024,U8805,11.963071,92.965675,2025-08-01T20:04:06,I got scammed by a taxi driver around Havelock Island. They overcharged and threatened me. Witnessed by many tourists.,scam,0.376,Havelock Island
R000609,S0112,U6367,27.586212,91.86326,2025-08-06T18:26:38,I slipped and got injured at Tawang. Need medical help.,accident,0.717,Tawang
R000263,S0047,U5782,25.594067,85.138594,2025-08-17T10:14:09,I faced harassment near Patna Gandhi Maidan. People were catcalling and it felt unsafe. Witnessed by many tourists.,harassment,0.561,Patna Gandhi Maidan
R000165,S0030,U1722,26.923735,75.827127,2025-09-06T12:53:55,"Boat operator was reckless near Hawa Mahal, Jaipur and it felt unsafe. Happened at night.",unsafe_transport,0.644,"Hawa Mahal, Jaipur"
R000651,S0120,U3268,27.585991,91.863554,2025-08-19T17:09:36,I faced harassment near Tawang. People were catcalling and it felt unsafe.,harassment,0.576,Tawang
R000140,S0027,U5709,19.098021,72.825952,2025-09-17T10:13:42,"My bag was snatched near Juhu Beach, Mumbai. I lost my phone and wallet.",theft,0.776,"Juhu Beach, Mumbai"
R000367,S0066,U1938,31.104809,77.173281,2025-07-26T14:14:11,Group of men assaulted me close to Shimla Mall.,assault,1.0,Shimla Mall
R000372,S0067,U3070,26.91622,70.906418,2025-09-27T15:11:11,Eve-teasing incident near Jaisalmer Fort— women should avoid the area at night. Reported to local police but no help.,harassment,0.654,Jaisalmer Fort
R000150,S0028,U4665,19.098145,72.827433,2025-09-25T10:36:03,"Pickpocketing at Juhu Beach, Mumbai — they took my wallet during the crowd.",theft,0.835,"Juhu Beach, Mumbai"
R000623,S0116,U5244,28.524372,77.185477,2025-07-03T21:03:20,"Phone stolen at Qutub Minar, Delhi. Be careful around the market.",theft,0.811,"Qutub Minar, Delhi"
R000057,S0011,U2699,12.975304,77.593213,2025-08-17T02:39:53,"Verbal harassment at Cubbon Park, Bengaluru when I was walking alone.",harassment,0.654,"Cubbon Park, Bengaluru"
R000340,S0060,U3819,30.733848,76.780107,2025-08-16T08:17:55,Taxi driver tried to drive off-route near Chandigarh Sector 17. Happened at night.,unsafe_transport,0.475,Chandigarh Sector 17
R000487,S0091,U6159,19.814203,85.831165,2025-07-13T02:14:24,Someone tried a credit-card scam near Puri Jagannath Temple. Happened at night.,scam,0.509,Puri Jagannath Temple
R000281,S0050,U4405,19.886263,86.09423,2025-08-25T05:39:52,Vandalism noticed near Konark Sun Temple area. Statues/graffiti and broken benches.,vandalism,0.275,Konark Sun Temple area
R000091,S0017,U7707,30.732987,76.781973,2025-08-14T08:30:04,Group of men assaulted me close to Chandigarh Sector 17. Reported to local police but no help.,assault,0.984,Chandigarh Sector 17
R000282,S0050,U4405,19.887027,86.095176,2025-09-11T17:07:13,Property damage near Konark Sun Temple area late at night.,vandalism,0.306,Konark Sun Temple area
R000358,S0064,U3806,26.847219,80.947089,2025-07-23T12:07:19,Boat operator was reckless near Lucknow Hazratganj and it felt unsafe.,unsafe_transport,0.461,Lucknow Hazratganj
R000393,S0072,U3011,8.088723,77.537512,2025-06-30T07:01:57,My bag was snatched near Kanyakumari. I lost my phone and wallet.,theft,0.636,Kanyakumari
R000229,S0040,U1007,26.912382,75.787311,2025-07-03T11:58:50,"Left my bag on a bench near Pink City, Jaipur and couldn't find it.",lost,0.489,"Pink City, Jaipur"
R000502,S0094,U2800,8.08805,77.537413,2025-09-10T13:27:22,I was attacked near Kanyakumari. Got hurt and need police help.,assault,1.0,Kanyakumari
R000402,S0073,U7459,11.62319,92.726731,2025-07-08T12:57:04,Group of men assaulted me close to Andaman Port Blair.,assault,0.981,Andaman Port Blair
R000207,S0038,U5326,30.087347,78.265997,2025-08-18T00:17:14,Verbal harassment at Rishikesh Laxman Jhula when I was walking alone.,harassment,0.616,Rishikesh Laxman Jhula
R000118,S0022,U1650,26.577684,93.170914,2025-09-15T08:18:26,Verbal harassment at Kaziranga Park when I was walking alone. I was alone at that time.,harassment,0.57,Kaziranga Park
R000514,S0095,U1647,17.36166,78.474776,2025-09-25T07:02:21,Taxi driver tried to drive off-route near Hyderabad Charminar.,unsafe_transport,0.528,Hyderabad Charminar
R000620,S0115,U2945,18.520457,73.857269,2025-08-18T12:06:49,My bag was snatched near Pune FC road area. I lost my phone and wallet.,theft,0.666,Pune FC road area
R000336,S0059,U5186,13.048319,80.281075,2025-09-10T14:10:59,"Taxi driver tried to drive off-route near Marina Beach, Chennai.",unsafe_transport,0.475,"Marina Beach, Chennai"
R000369,S0066,U1938,31.104845,77.173499,2025-08-07T18:02:01,Group acting strange near Shimla Mall. Could be a threat. I was alone at that time.,suspicious_person,0.546,Shimla Mall
R000366,S0065,U3092,27.041585,88.26287,2025-09-08T07:17:43,Taxi driver tried to drive off-route near Darjeeling Mall.,unsafe_transport,0.613,Darjeeling Mall
R000676,S0125,U5602,18.942998,72.822783,2025-07-24T01:31:48,"Vandalism noticed near Marine Drive, Mumbai. Statues/graffiti and broken benches.",vandalism,0.415,"Marine Drive, Mumbai"
R000105,S0020,U2597,32.219643,76.32397,2025-07-27T06:52:05,I got scammed by a taxi driver around Dharamshala. They overcharged and threatened me.,scam,0.6,Dharamshala
R000565,S0104,U8722,26.912254,75.788176,2025-07-18T08:32:21,"My bag was snatched near Pink City, Jaipur. I lost my phone and wallet.",theft,0.829,"Pink City, Jaipur"
R000644,S0120,U3268,27.586305,91.864074,2025-07-13T10:50:56,Boat operator was reckless near Tawang and it felt unsafe.,unsafe_transport,0.611,Tawang
R000551,S0101,U6525,11.933166,79.832005,2025-07-20T19:56:00,"Person fainted near Pondicherry Promenade and there was delay in help. Lost valuables worth approx. INR 15,000.",medical_emergency,0.828,Pondicherry Promenade
R000471,S0089,U4665,26.296818,73.017615,2025-08-14T03:04:45,Someone stole my backpack at Jodhpur Mehrangarh while I was on my phone.,theft,0.558,Jodhpur Mehrangarh
R000275,S0049,U8534,26.57743,93.171426,2025-07-04T06:45:03,Property damage near Kaziranga Park late at night.,vandalism,0.287,Kaziranga Park
R000045,S0009,U8758,28.613151,77.228737,2025-08-12T03:40:25,"Boat operator was reckless near India Gate, Delhi and it felt unsafe.",unsafe_transport,0.545,"India Gate, Delhi"
R000404,S0073,U7459,11.624136,92.727191,2025-07-01T01:34:15,My bag was snatched near Andaman Port Blair. I lost my phone and wallet. Happened at night.,theft,0.846,Andaman Port Blair
R000120,S0022,U1650,26.576965,93.171626,2025-07-11T21:01:51,Fake guide scammed me at Kaziranga Park promising discount tours.,scam,0.539,Kaziranga Park
R000472,S0089,U4665,26.29629,73.017997,2025-07-28T01:12:04,"My bag was snatched near Jodhpur Mehrangarh. I lost my phone and wallet. Lost valuables worth approx. INR 15,000.",theft,0.637,Jodhpur Mehrangarh
R000042,S0009,U8758,28.612395,77.22898,2025-08-23T19:42:03,"Taxi driver tried to drive off-route near India Gate, Delhi.",unsafe_transport,0.617,"India Gate, Delhi"
R000411,S0075,U9464,15.546364,73.754627,2025-07-18T15:41:23,Bike collided near Goa - Calangute and rider is badly hurt.,accident,0.901,Goa - Calangute
R000305,S0055,U7438,8.738027,76.715645,2025-07-16T03:31:34,"Left my bag on a bench near Varkala Beach, Kerala and couldn't find it.",lost,0.529,"Varkala Beach, Kerala"
R000612,S0113,U3419,34.152917,77.576763,2025-07-13T19:00:22,Boat operator was reckless near Leh Market and it felt unsafe.,unsafe_transport,0.645,Leh Market
R000364,S0065,U3092,27.041058,88.26117,2025-07-25T15:19:41,Property damage near Darjeeling Mall late at night. Happened at night.,vandalism,0.32,Darjeeling Mall
R000325,S0057,U1628,18.923607,72.833668,2025-06-30T11:02:30,"Eve-teasing incident near Gateway of India, Mumbai— women should avoid the area at night.",harassment,0.581,"Gateway of India, Mumbai"
R000677,S0125,U5602,18.943653,72.823025,2025-07-25T08:51:19,"Fake guide scammed me at Marine Drive, Mumbai promising discount tours. I was alone at that time.",scam,0.431,"Marine Drive, Mumbai"
R000082,S0015,U7462,18.921479,72.833484,2025-08-21T05:14:27,"Eve-teasing incident near Gateway of India, Mumbai— women should avoid the area at night. Witnessed by many tourists.",harassment,0.714,"Gateway of India, Mumbai"
R000444,S0082,U9434,27.175181,78.042,2025-06-30T20:52:24,"Taxi driver tried to drive off-route near Taj Mahal, Agra.",unsafe_transport,0.55,"Taj Mahal, Agra"
R000432,S0079,U4415,22.544897,88.343705,2025-08-12T19:13:23,Vandalism noticed near Kolkata Victoria Memorial area. Statues/graffiti and broken benches.,vandalism,0.267,Kolkata Victoria Memorial area
R000146,S0028,U4665,19.098119,72.827496,2025-07-26T16:41:41,"Someone stole my backpack at Juhu Beach, Mumbai while I was on my phone.",theft,0.655,"Juhu Beach, Mumbai"
R000303,S0054,U9587,24.576111,73.680256,2025-07-20T17:10:15,Auto driver refused meter and behaved aggressively near Udaipur Lake Pichola.,unsafe_transport,0.38,Udaipur Lake Pichola
R000018,S0004,U1964,28.524465,77.185464,2025-08-20T06:17:58,"Eve-teasing incident near Qutub Minar, Delhi— women should avoid the area at night.",harassment,0.63,"Qutub Minar, Delhi"
R000596,S0110,U7374,29.945873,78.164101,2025-07-12T04:45:28,Left my bag on a bench near Haridwar Har-ki-Pauri and couldn't find it. Witnessed by many tourists.,lost,0.465,Haridwar Har-ki-Pauri
R000162,S0029,U8229,25.310077,82.972271,2025-07-10T11:28:45,Fake guide scammed me at Varanasi Dashashwamedh Ghat promising discount tours. I was alone at that time.,scam,0.437,Varanasi Dashashwamedh Ghat
R000663,S0123,U1709,26.846983,80.947004,2025-07-05T09:27:19,Phone stolen at Lucknow Hazratganj. Be careful around the market.,theft,0.82,Lucknow Hazratganj
R000276,S0049,U8534,26.576092,93.171715,2025-08-28T12:09:13,Lost my wallet and ID near Kaziranga Park after crowding.,lost,0.395,Kaziranga Park
R000040,S0009,U8758,28.613117,77.228493,2025-07-31T03:15:23,"Boat operator was reckless near India Gate, Delhi and it felt unsafe. Lost valuables worth approx. INR 15,000.",unsafe_transport,0.46,"India Gate, Delhi"
R000201,S0037,U6869,26.846286,80.946819,2025-07-11T09:43:13,Person fainted near Lucknow Hazratganj and there was delay in help.,medical_emergency,0.988,Lucknow Hazratganj
R000482,S0090,U2452,28.52513,77.185563,2025-08-22T02:53:49,"Group acting strange near Qutub Minar, Delhi. Could be a threat.",suspicious_person,0.61,"Qutub Minar, Delhi"
R000539,S0099,U8855,28.524176,77.185572,2025-09-01T19:06:47,"Pickpocketing at Qutub Minar, Delhi — they took my wallet during the crowd. I was alone at that time.",theft,0.628,"Qutub Minar, Delhi"
R000527,S0097,U3159,24.5763,73.679729,2025-09-25T10:50:31,I got scammed by a taxi driver around Udaipur Lake Pichola. They overcharged and threatened me.,scam,0.352,Udaipur Lake Pichola
R000695,S0130,U4779,19.887833,86.09504,2025-09-12T21:00:56,My bag was snatched near Konark Sun Temple area. I lost my phone and wallet.,theft,0.808,Konark Sun Temple area
R000686,S0128,U8614,22.582408,88.346548,2025-08-18T21:30:07,"I misplaced my passport at Howrah Bridge area, Kolkata. Please help locate.",lost,0.34,"Howrah Bridge area, Kolkata"
R000458,S0086,U2886,17.362083,78.472492,2025-08-27T12:41:37,Fake guide scammed me at Hyderabad Charminar promising discount tours. I was alone at that time.,scam,0.39,Hyderabad Charminar
R000470,S0089,U4665,26.296213,73.017099,2025-07-20T12:30:24,Boat operator was reckless near Jodhpur Mehrangarh and it felt unsafe. Took place during peak hours.,unsafe_transport,0.482,Jodhpur Mehrangarh
R000460,S0086,U2886,17.361595,78.474738,2025-08-16T22:14:37,Auto driver refused meter and behaved aggressively near Hyderabad Charminar.,unsafe_transport,0.467,Hyderabad Charminar
R000178,S0033,U3152,27.175083,78.042041,2025-08-05T23:11:49,"Physical assault happened near Taj Mahal, Agra during the night. Took place during peak hours.",assault,0.998,"Taj Mahal, Agra"
R000177,S0033,U3152,27.175464,78.042299,2025-09-10T03:34:49,"My bag was snatched near Taj Mahal, Agra. I lost my phone and wallet.",theft,0.731,"Taj Mahal, Agra"
R000636,S0118,U8913,8.090389,77.539504,2025-09-22T01:46:09,Property damage near Kanyakumari late at night.,vandalism,0.329,Kanyakumari
R000456,S0086,U2886,17.361656,78.473126,2025-09-24T20:40:15,Group of men assaulted me close to Hyderabad Charminar.,assault,0.947,Hyderabad Charminar
R000431,S0079,U4415,22.545184,88.342421,2025-09-14T06:17:59,Pickpocketing at Kolkata Victoria Memorial area — they took my wallet during the crowd.,theft,0.758,Kolkata Victoria Memorial area
R000041,S0009,U8758,28.612854,77.229432,2025-09-05T09:26:06,"Saw a suspicious person lurking near India Gate, Delhi for hours.",suspicious_person,0.403,"India Gate, Delhi"
R000053,S0011,U2699,12.976485,77.59309,2025-08-03T03:28:39,"Saw a suspicious person lurking near Cubbon Park, Bengaluru for hours.",suspicious_person,0.685,"Cubbon Park, Bengaluru"
R000478,S0090,U2452,28.523574,77.18573,2025-08-29T04:11:19,"My bag was snatched near Qutub Minar, Delhi. I lost my phone and wallet. Witnessed by many tourists.",theft,0.627,"Qutub Minar, Delhi"
R000209,S0038,U5326,30.08642,78.264987,2025-08-02T05:01:43,My bag was snatched near Rishikesh Laxman Jhula. I lost my phone and wallet. Reported to local police but no help.,theft,0.827,Rishikesh Laxman Jhula
R000377,S0068,U5907,12.977015,77.592151,2025-07-14T19:40:32,"Verbal harassment at Cubbon Park, Bengaluru when I was walking alone.",harassment,0.727,"Cubbon Park, Bengaluru"
R000349,S0062,U2826,32.219391,76.323239,2025-09-06T20:51:09,Eve-teasing incident near Dharamshala— women should avoid the area at night.,harassment,0.557,Dharamshala
R000501,S0093,U2027,19.888076,86.093549,2025-08-13T23:40:21,"My bag was snatched near Konark Sun Temple area. I lost my phone and wallet. Lost valuables worth approx. INR 15,000.",theft,0.663,Konark Sun Temple area
R000423,S0077,U9408,34.084144,74.799859,2025-09-13T23:28:24,My bag was snatched near Srinagar Dal Lake. I lost my phone and wallet.,theft,0.842,Srinagar Dal Lake
R000448,S0083,U9158,32.243244,77.189217,2025-08-28T23:47:59,Boat operator was reckless near Manali Mall and it felt unsafe.,unsafe_transport,0.566,Manali Mall
R000001,S0001,U5977,12.951982,77.586025,2025-08-21T21:17:37,"I faced harassment near Lalbagh, Bengaluru. People were catcalling and it felt unsafe.",harassment,0.538,"Lalbagh, Bengaluru"
R000203,S0037,U6869,26.847053,80.945694,2025-07-14T13:25:31,My bag was snatched near Lucknow Hazratganj. I lost my phone and wallet.,theft,0.559,Lucknow Hazratganj
R000187,S0034,U9008,27.585955,91.863559,2025-07-31T19:13:57,Physical assault happened near Tawang during the night.,assault,1.0,Tawang
R000569,S0104,U8722,26.912309,75.786314,2025-09-07T00:00:39,"Taxi driver tried to drive off-route near Pink City, Jaipur.",unsafe_transport,0.572,"Pink City, Jaipur"
R000109,S0020,U2597,32.218756,76.323146,2025-09-27T08:01:08,Phone stolen at Dharamshala. Be careful around the market.,theft,0.846,Dharamshala
R000062,S0012,U7883,13.049257,80.281019,2025-07-28T01:10:04,"I misplaced my passport at Marina Beach, Chennai. Please help locate.",lost,0.451,"Marina Beach, Chennai"
R000295,S0052,U2721,9.967708,76.242397,2025-07-18T05:45:23,"Auto driver refused meter and behaved aggressively near Fort Kochi, Kochi. Lost valuables worth approx. INR 15,000.",unsafe_transport,0.542,"Fort Kochi, Kochi"
R000571,S0105,U2842,31.620285,74.874942,2025-09-11T14:38:17,Phone stolen at Amritsar Golden Temple. Be careful around the market. Witnessed by many tourists.,theft,0.809,Amritsar Golden Temple
R000331,S0058,U3742,24.575819,73.678315,2025-07-28T09:54:27,I faced harassment near Udaipur Lake Pichola. People were catcalling and it felt unsafe. Took place during peak hours.,harassment,0.668,Udaipur Lake Pichola
R000270,S0048,U5691,9.497987,76.338201,2025-07-17T12:15:01,Taxi driver tried to drive off-route near Alleppey Backwaters.,unsafe_transport,0.46,Alleppey Backwaters
R000509,S0094,U2800,8.088272,77.538606,2025-08-27T03:10:13,Eve-teasing incident near Kanyakumari— women should avoid the area at night. Happened at night.,harassment,0.552,Kanyakumari
R000674,S0125,U5602,18.943457,72.82407,2025-08-31T08:33:53,"Boat operator was reckless near Marine Drive, Mumbai and it felt unsafe. Reported to local police but no help.",unsafe_transport,0.548,"Marine Drive, Mumbai"
R000647,S0120,U3268,27.584588,91.864103,2025-08-29T11:03:47,Auto driver refused meter and behaved aggressively near Tawang.,unsafe_transport,0.417,Tawang
R000626,S0116,U5244,28.525756,77.184791,2025-09-15T20:14:15,"Pickpocketing at Qutub Minar, Delhi — they took my wallet during the crowd.",theft,0.823,"Qutub Minar, Delhi"
R000043,S0009,U8758,28.613208,77.229547,2025-09-09T19:40:09,"Phone stolen at India Gate, Delhi. Be careful around the market. Took place during peak hours.",theft,0.71,"India Gate, Delhi"
R000374,S0067,U3070,26.915781,70.908437,2025-08-17T08:30:44,I got scammed by a taxi driver around Jaisalmer Fort. They overcharged and threatened me.,scam,0.384,Jaisalmer Fort
R000147,S0028,U4665,19.099152,72.827119,2025-09-19T03:12:04,"Eve-teasing incident near Juhu Beach, Mumbai— women should avoid the area at night.",harassment,0.509,"Juhu Beach, Mumbai"
R000243,S0042,U4783,9.498041,76.338511,2025-09-03T10:54:08,Physical assault happened near Alleppey Backwaters during the night. Took place during peak hours.,assault,0.925,Alleppey Backwaters
R000264,S0047,U5782,25.594094,85.1376,2025-09-14T09:35:56,Someone stole my backpack at Patna Gandhi Maidan while I was on my phone. Happened at night.,theft,0.812,Patna Gandhi Maidan
R000414,S0075,U9464,15.545244,73.75545,2025-09-04T06:07:11,I misplaced my passport at Goa - Calangute. Please help locate.,lost,0.334,Goa - Calangute
R000345,S0061,U6540,11.406524,76.694776,2025-07-02T11:37:50,My bag was snatched near Ooty. I lost my phone and wallet. Took place during peak hours.,theft,0.793,Ooty
R000594,S0109,U3227,28.525525,77.186539,2025-07-15T22:32:57,"Phone stolen at Qutub Minar, Delhi. Be careful around the market. Took place during peak hours.",theft,0.786,"Qutub Minar, Delhi"
R000375,S0068,U5907,12.975465,77.593772,2025-07-10T10:55:49,"Fake guide scammed me at Cubbon Park, Bengaluru promising discount tours. Reported to local police but no help.",scam,0.365,"Cubbon Park, Bengaluru"
R000613,S0113,U3419,34.151398,77.576808,2025-09-05T01:18:39,Minor road accident near Leh Market. No ambulance available immediately.,accident,0.928,Leh Market
R000506,S0094,U2800,8.08832,77.538314,2025-08-23T05:53:44,Someone was following me near Kanyakumari— very suspicious.,suspicious_person,0.494,Kanyakumari
R000313,S0056,U4081,27.585396,91.8644,2025-09-13T13:39:18,Pickpocketing at Tawang — they took my wallet during the crowd. Witnessed by many tourists.,theft,0.779,Tawang
R000064,S0012,U7883,13.048607,80.282654,2025-08-23T21:59:20,"Left my bag on a bench near Marina Beach, Chennai and couldn't find it.",lost,0.487,"Marina Beach, Chennai"
R000252,S0045,U3994,25.593858,85.135607,2025-07-03T04:17:58,"Group of men assaulted me close to Patna Gandhi Maidan. Lost valuables worth approx. INR 15,000.",assault,1.0,Patna Gandhi Maidan
R000664,S0123,U1709,26.846984,80.947401,2025-07-25T02:07:16,Saw a suspicious person lurking near Lucknow Hazratganj for hours.,suspicious_person,0.694,Lucknow Hazratganj
R000184,S0034,U9008,27.586148,91.863435,2025-09-21T21:14:38,"Eve-teasing incident near Tawang— women should avoid the area at night. Lost valuables worth approx. INR 15,000.",harassment,0.604,Tawang
R000210,S0038,U5326,30.086855,78.265748,2025-08-05T06:32:14,Auto driver refused meter and behaved aggressively near Rishikesh Laxman Jhula.,unsafe_transport,0.546,Rishikesh Laxman Jhula
R000031,S0006,U4810,27.175065,78.044153,2025-08-28T18:23:58,"I faced harassment near Taj Mahal, Agra. People were catcalling and it felt unsafe.",harassment,0.592,"Taj Mahal, Agra"
R000552,S0101,U6525,11.932766,79.830301,2025-08-25T00:13:37,Someone tried a credit-card scam near Pondicherry Promenade.,scam,0.466,Pondicherry Promenade
R000465,S0087,U6938,26.924607,75.827559,2025-07-30T01:46:09,"Group of men assaulted me close to Hawa Mahal, Jaipur. Happened at night.",assault,1.0,"Hawa Mahal, Jaipur"
R000132,S0025,U6699,22.546128,88.3471,2025-08-14T07:48:50,"Someone tried a credit-card scam near Kolkata New Market. Lost valuables worth approx. INR 15,000.",scam,0.593,Kolkata New Market
R000588,S0108,U9639,26.911968,75.78754,2025-07-26T22:33:02,"Auto driver refused meter and behaved aggressively near Pink City, Jaipur. Reported to local police but no help.",unsafe_transport,0.397,"Pink City, Jaipur"
R000678,S0126,U2172,8.737824,76.715522,2025-07-07T12:53:01,"I got scammed by a taxi driver around Varkala Beach, Kerala. They overcharged and threatened me.",scam,0.574,"Varkala Beach, Kerala"
R000547,S0101,U6525,11.933034,79.833003,2025-09-08T06:26:31,Vandalism noticed near Pondicherry Promenade. Statues/graffiti and broken benches.,vandalism,0.278,Pondicherry Promenade
R000107,S0020,U2597,32.219053,76.323447,2025-09-02T00:27:51,Fake guide scammed me at Dharamshala promising discount tours. Took place during peak hours.,scam,0.501,Dharamshala
R000234,S0041,U5990,32.242911,77.188622,2025-08-07T21:17:58,Pickpocketing at Manali Mall — they took my wallet during the crowd. Reported to local police but no help.,theft,0.735,Manali Mall
R000602,S0111,U8790,22.544514,88.34156,2025-08-04T00:03:04,Boat operator was reckless near Kolkata Victoria Memorial area and it felt unsafe.,unsafe_transport,0.619,Kolkata Victoria Memorial area
R000158,S0029,U8229,25.309543,82.973666,2025-09-10T15:25:09,Eve-teasing incident near Varanasi Dashashwamedh Ghat— women should avoid the area at night.,harassment,0.695,Varanasi Dashashwamedh Ghat
R000342,S0060,U3819,30.733224,76.778897,2025-08-18T01:17:01,I misplaced my passport at Chandigarh Sector 17. Please help locate. I was alone at that time.,lost,0.26,Chandigarh Sector 17
R000642,S0119,U7713,22.308501,88.768801,2025-08-15T04:40:24,Eve-teasing incident near Sundarbans Entry— women should avoid the area at night. I was alone at that time.,harassment,0.716,Sundarbans Entry
R000277,S0050,U4405,19.887326,86.094922,2025-07-08T16:27:44,Taxi driver tried to drive off-route near Konark Sun Temple area. I was alone at that time.,unsafe_transport,0.456,Konark Sun Temple area
R000454,S0085,U7418,28.525812,77.184143,2025-08-27T21:03:42,"Phone stolen at Qutub Minar, Delhi. Be careful around the market.",theft,0.832,"Qutub Minar, Delhi"
R000641,S0119,U7713,22.308502,88.768747,2025-09-12T04:01:20,Fake guide scammed me at Sundarbans Entry promising discount tours.,scam,0.357,Sundarbans Entry
R000540,S0099,U8855,28.524587,77.185353,2025-08-19T12:30:45,"Someone stole my backpack at Qutub Minar, Delhi while I was on my phone.",theft,0.709,"Qutub Minar, Delhi"
R000691,S0129,U2896,22.307861,88.768722,2025-09-25T07:45:18,My bag was snatched near Sundarbans Entry. I lost my phone and wallet.,theft,0.677,Sundarbans Entry
R000195,S0036,U1727,29.945704,78.16422,2025-08-17T06:47:25,My bag was snatched near Haridwar Har-ki-Pauri. I lost my phone and wallet. Reported to local police but no help.,theft,0.763,Haridwar Har-ki-Pauri
R000080,S0015,U7462,18.921054,72.834494,2025-07-22T19:15:36,"Fake guide scammed me at Gateway of India, Mumbai promising discount tours.",scam,0.427,"Gateway of India, Mumbai"
R000307,S0055,U7438,8.736864,76.715879,2025-08-08T23:42:56,"Saw a suspicious person lurking near Varkala Beach, Kerala for hours. Witnessed by many tourists.",suspicious_person,0.697,"Varkala Beach, Kerala"
R000443,S0082,U9434,27.175905,78.040678,2025-07-13T02:20:41,"Auto driver refused meter and behaved aggressively near Taj Mahal, Agra.",unsafe_transport,0.516,"Taj Mahal, Agra"
R000605,S0112,U6367,27.586741,91.864025,2025-08-19T19:30:06,Verbal harassment at Tawang when I was walking alone.,harassment,0.658,Tawang
R000151,S0028,U4665,19.097558,72.827159,2025-08-24T21:21:26,"Boat operator was reckless near Juhu Beach, Mumbai and it felt unsafe.",unsafe_transport,0.542,"Juhu Beach, Mumbai"
R000576,S0106,U8269,27.618366,93.830056,2025-08-13T15:31:27,Pickpocketing at Ziro Valley — they took my wallet during the crowd. I was alone at that time.,theft,0.827,Ziro Valley
R000631,S0117,U7562,27.338989,88.606629,2025-07-21T00:32:57,Boat operator was reckless near Gangtok MG Marg and it felt unsafe.,unsafe_transport,0.593,Gangtok MG Marg
R000415,S0075,U9464,15.54654,73.755376,2025-09-13T10:50:54,Auto driver refused meter and behaved aggressively near Goa - Calangute.,unsafe_transport,0.37,Goa - Calangute
R000097,S0018,U4994,19.100181,72.828154,2025-07-18T00:25:53,"Fake guide scammed me at Juhu Beach, Mumbai promising discount tours.",scam,0.518,"Juhu Beach, Mumbai"
R000430,S0078,U1248,8.486925,76.936221,2025-09-02T01:47:29,"Minor road accident near Kovalam, Trivandrum. No ambulance available immediately.",accident,0.929,"Kovalam, Trivandrum"
R000657,S0122,U6373,10.09007,77.058464,2025-09-13T13:34:41,Lost my wallet and ID near Munnar after crowding.,lost,0.519,Munnar
R000228,S0040,U1007,26.912176,75.787496,2025-09-06T03:18:11,"Someone stole my backpack at Pink City, Jaipur while I was on my phone.",theft,0.68,"Pink City, Jaipur"
R000181,S0033,U3152,27.174982,78.041768,2025-07-14T03:29:12,"Someone stole my backpack at Taj Mahal, Agra while I was on my phone.",theft,0.799,"Taj Mahal, Agra"
R000606,S0112,U6367,27.586661,91.865687,2025-07-29T02:51:28,Eve-teasing incident near Tawang— women should avoid the area at night.,harassment,0.645,Tawang
R000573,S0106,U8269,27.616042,93.827722,2025-09-22T22:28:18,"Someone stole my backpack at Ziro Valley while I was on my phone. Lost valuables worth approx. INR 15,000.",theft,0.698,Ziro Valley
R000380,S0070,U7930,19.054055,72.840155,2025-08-23T04:52:21,"Auto driver refused meter and behaved aggressively near Bandra, Mumbai. Happened at night.",unsafe_transport,0.469,"Bandra, Mumbai"
R000074,S0014,U2115,13.00921,80.267719,2025-07-22T01:18:30,"My bag was snatched near Besant Nagar, Chennai. I lost my phone and wallet.",theft,0.729,"Besant Nagar, Chennai"
R000395,S0072,U3011,8.087858,77.538905,2025-08-12T15:14:52,Someone had severe allergic reaction near Kanyakumari.,medical_emergency,0.893,Kanyakumari
R000356,S0064,U3806,26.848297,80.946222,2025-07-21T11:40:11,Fake guide scammed me at Lucknow Hazratganj promising discount tours. Happened at night.,scam,0.542,Lucknow Hazratganj
R000112,S0021,U9129,8.737627,76.716063,2025-07-19T01:06:30,"Boat operator was reckless near Varkala Beach, Kerala and it felt unsafe.",unsafe_transport,0.546,"Varkala Beach, Kerala"
R000309,S0055,U7438,8.737051,76.717249,2025-07-27T20:55:25,"Boat operator was reckless near Varkala Beach, Kerala and it felt unsafe.",unsafe_transport,0.628,"Varkala Beach, Kerala"
R000621,S0115,U2945,18.521103,73.85634,2025-07-03T00:44:06,Auto driver refused meter and behaved aggressively near Pune FC road area.,unsafe_transport,0.351,Pune FC road area
R000599,S0111,U8790,22.544724,88.343083,2025-08-23T16:47:39,Auto driver refused meter and behaved aggressively near Kolkata Victoria Memorial area.,unsafe_transport,0.52,Kolkata Victoria Memorial area
R000405,S0073,U7459,11.623035,92.726387,2025-07-13T04:19:55,Taxi driver tried to drive off-route near Andaman Port Blair. Happened at night.,unsafe_transport,0.595,Andaman Port Blair
R000590,S0109,U3227,28.525318,77.183887,2025-08-02T21:21:08,"Taxi driver tried to drive off-route near Qutub Minar, Delhi. Lost valuables worth approx. INR 15,000.",unsafe_transport,0.376,"Qutub Minar, Delhi"
R000416,S0076,U7808,26.84701,80.946437,2025-08-21T00:33:19,I got scammed by a taxi driver around Lucknow Hazratganj. They overcharged and threatened me.,scam,0.464,Lucknow Hazratganj
R000049,S0010,U2739,28.632763,77.218949,2025-09-19T20:45:35,"Saw a suspicious person lurking near Connaught Place, Delhi for hours. Reported to local police but no help.",suspicious_person,0.682,"Connaught Place, Delhi"
